Log start 03/26/2023 23:12:38 FirstVal: 25
03/27/2023 02:28:14,8,581
03/27/2023 02:28:15,8,582
03/27/2023 02:28:16,8,583
03/27/2023 02:28:17,8,584
03/27/2023 02:28:18,8,585
03/27/2023 02:28:19,8,588
03/27/2023 02:28:22,9,590
03/27/2023 02:28:25,9,591
03/27/2023 02:28:31,9,592
03/27/2023 04:55:22,10,598
03/27/2023 04:55:23,10,612
03/27/2023 04:55:24,10,628
03/27/2023 04:55:25,10,645
03/27/2023 04:55:26,10,661
03/27/2023 04:55:27,10,678
03/27/2023 04:55:28,10,694
03/27/2023 04:55:29,10,709
03/27/2023 04:55:30,10,724
03/27/2023 04:55:31,10,739
03/27/2023 04:55:32,11,753
03/27/2023 04:55:33,11,766
03/27/2023 04:55:34,11,778
03/27/2023 04:55:35,11,790
03/27/2023 04:55:36,11,801
03/27/2023 04:55:37,11,811
03/27/2023 04:55:38,11,820
03/27/2023 04:55:39,11,828
03/27/2023 04:55:40,11,835
03/27/2023 04:55:41,11,841
03/27/2023 04:55:42,12,848
03/27/2023 04:55:43,12,855
03/27/2023 04:55:44,12,863
03/27/2023 04:55:45,12,870
03/27/2023 04:55:46,12,877
03/27/2023 04:55:47,12,884
03/27/2023 04:55:48,12,889
03/27/2023 04:55:49,12,893
03/27/2023 04:55:50,12,896
03/27/2023 04:55:51,12,898
03/27/2023 04:55:53,13,899
03/27/2023 04:55:54,13,902
03/27/2023 04:55:55,13,904
03/27/2023 04:55:56,13,910
03/27/2023 04:55:57,13,921
03/27/2023 04:55:58,13,930
03/27/2023 04:55:59,13,938
03/27/2023 04:56:00,13,944
03/27/2023 04:56:02,13,946
03/27/2023 04:56:03,13,948
03/27/2023 04:56:06,14,949
03/27/2023 04:56:07,14,950
03/27/2023 04:56:09,14,952
03/27/2023 04:56:11,14,954
03/27/2023 04:56:14,14,955
03/27/2023 04:56:15,14,956
03/27/2023 04:56:28,15,958
03/27/2023 04:56:29,15,960
03/27/2023 04:56:30,15,965
03/27/2023 04:56:31,15,971
03/27/2023 04:56:32,15,978
03/27/2023 04:56:33,15,986
03/27/2023 04:56:34,15,991
03/27/2023 04:56:35,15,996
03/27/2023 04:56:36,15,999
03/27/2023 04:56:37,15,1002
03/27/2023 04:56:38,16,1005
03/27/2023 04:56:39,16,1006
03/27/2023 04:56:40,16,1007
03/27/2023 04:56:43,16,1008
03/27/2023 04:56:45,16,1010
03/27/2023 04:56:46,16,1011
03/27/2023 06:17:19,17,1015
03/27/2023 06:17:20,17,1025
03/27/2023 06:17:21,17,1037
03/27/2023 06:17:23,17,1049
03/27/2023 06:17:24,17,1062
03/27/2023 06:17:25,17,1074
03/27/2023 06:17:26,17,1083
03/27/2023 06:17:27,17,1091
03/27/2023 06:17:28,17,1097
03/27/2023 06:17:29,17,1101
03/27/2023 06:17:30,18,1108
03/27/2023 06:17:31,18,1116
03/27/2023 06:17:32,18,1124
03/27/2023 06:17:33,18,1133
03/27/2023 06:17:34,18,1141
03/27/2023 06:17:35,18,1149
03/27/2023 06:17:36,18,1155
03/27/2023 06:17:37,18,1161
03/27/2023 06:17:38,18,1167
03/27/2023 06:17:39,18,1171
03/27/2023 06:17:40,19,1175
03/27/2023 06:17:41,19,1178
03/27/2023 06:17:42,19,1181
03/27/2023 06:17:43,19,1186
03/27/2023 06:17:44,19,1193
03/27/2023 06:17:45,19,1204
03/27/2023 06:17:46,19,1214
03/27/2023 06:17:47,19,1221
03/27/2023 06:17:48,19,1227
03/27/2023 06:17:49,19,1232
03/27/2023 06:17:50,20,1235
03/27/2023 06:17:51,20,1237
03/27/2023 06:17:52,20,1244
03/27/2023 06:17:53,20,1252
03/27/2023 06:17:54,20,1260
03/27/2023 06:17:55,20,1268
03/27/2023 06:17:56,20,1276
03/27/2023 06:17:57,20,1283
03/27/2023 06:17:58,20,1289
03/27/2023 06:17:59,20,1294
03/27/2023 06:18:00,21,1299
03/27/2023 06:18:01,21,1303
03/27/2023 06:18:03,21,1304
03/27/2023 06:18:04,21,1305
03/27/2023 06:18:06,21,1309
03/27/2023 06:18:07,21,1311
03/27/2023 06:18:08,21,1314
03/27/2023 06:18:09,21,1321
03/27/2023 06:18:10,21,1325
03/27/2023 06:18:11,22,1328
03/27/2023 06:18:12,22,1329
03/27/2023 06:18:14,22,1330
03/27/2023 06:18:16,22,1331
03/27/2023 06:18:21,22,1332
03/27/2023 06:22:27,23,1333
03/27/2023 06:22:28,23,1336
03/27/2023 06:22:29,23,1341
03/27/2023 06:22:30,23,1348
03/27/2023 06:22:31,23,1357
03/27/2023 06:22:32,23,1365
03/27/2023 06:22:33,23,1374
03/27/2023 06:22:35,23,1384
03/27/2023 06:22:36,23,1394
03/27/2023 06:22:37,23,1404
03/27/2023 06:22:38,24,1412
03/27/2023 06:22:39,24,1419
03/27/2023 06:22:40,24,1424
03/27/2023 06:22:41,24,1427
03/27/2023 06:22:42,24,1429
03/27/2023 06:22:43,24,1430
03/27/2023 06:22:44,24,1431
03/27/2023 06:22:45,24,1432
03/27/2023 06:22:46,24,1433
03/27/2023 06:22:47,24,1436
03/27/2023 06:22:48,25,1437
03/27/2023 06:22:49,25,1439
03/27/2023 06:22:50,25,1440
03/27/2023 06:22:51,25,1441
03/27/2023 07:53:23,26,1446
03/27/2023 07:53:24,26,1454
03/27/2023 07:53:25,26,1464
03/27/2023 07:53:27,26,1474
03/27/2023 07:53:28,26,1486
03/27/2023 07:53:29,26,1499
03/27/2023 07:53:30,26,1512
03/27/2023 07:53:31,26,1524
03/27/2023 07:53:32,26,1536
03/27/2023 07:53:33,26,1547
03/27/2023 07:53:34,27,1558
03/27/2023 07:53:35,27,1568
03/27/2023 07:53:36,27,1578
03/27/2023 07:53:37,27,1587
03/27/2023 07:53:38,27,1596
03/27/2023 07:53:39,27,1604
03/27/2023 07:53:40,27,1611
03/27/2023 07:53:41,27,1616
03/27/2023 07:53:42,27,1621
03/27/2023 07:53:43,27,1625
03/27/2023 07:53:44,28,1628
03/27/2023 07:53:45,28,1632
03/27/2023 07:53:46,28,1634
03/27/2023 07:53:47,28,1636
03/27/2023 07:53:48,28,1637
03/27/2023 07:53:49,28,1638
03/27/2023 07:53:50,28,1640
03/27/2023 07:53:51,28,1641
03/27/2023 07:53:52,28,1643
03/27/2023 07:53:54,29,1644
03/27/2023 07:53:55,29,1645
03/27/2023 08:32:47,30,1646
03/27/2023 08:32:48,30,1651
03/27/2023 08:32:49,30,1660
03/27/2023 08:32:50,30,1669
03/27/2023 08:32:51,30,1680
03/27/2023 08:32:52,30,1693
03/27/2023 08:32:53,30,1705
03/27/2023 08:32:54,30,1718
03/27/2023 08:32:55,30,1729
03/27/2023 08:32:56,30,1740
03/27/2023 08:32:57,31,1749
03/27/2023 08:32:58,31,1757
03/27/2023 08:32:59,31,1764
03/27/2023 08:33:00,31,1770
03/27/2023 08:33:01,31,1775
03/27/2023 08:33:02,31,1779
03/27/2023 08:33:03,31,1783
03/27/2023 08:33:04,31,1785
03/27/2023 08:33:05,31,1787
03/27/2023 08:33:07,32,1788
03/27/2023 08:33:08,32,1791
03/27/2023 08:33:10,32,1792
03/27/2023 08:33:11,32,1793
03/27/2023 12:22:35,33,1797
03/27/2023 12:22:36,33,1801
03/27/2023 12:22:37,33,1806
03/27/2023 12:22:38,33,1812
03/27/2023 12:22:39,33,1819
03/27/2023 12:22:40,33,1827
03/27/2023 12:22:41,33,1835
03/27/2023 12:22:42,33,1842
03/27/2023 12:22:43,33,1849
03/27/2023 12:22:44,33,1855
03/27/2023 12:22:45,34,1861
03/27/2023 12:22:46,34,1866
03/27/2023 12:22:47,34,1870
03/27/2023 12:22:48,34,1871
03/27/2023 12:22:49,34,1872
03/27/2023 12:22:50,34,1873
03/27/2023 12:22:51,34,1874
03/27/2023 12:22:52,34,1875
03/27/2023 12:22:53,34,1877
03/27/2023 12:22:55,35,1878
03/27/2023 12:22:57,35,1879
03/27/2023 12:22:58,35,1880
03/27/2023 12:23:04,35,1881
Log ended: Events:35 samples:290 Tare:103 at 03/27/2023 12:23:25
